1.580415651251000000e+12,3.368692645348669856e-03,1.922411266584035445e+02,8.439161728690356767e+01,1.138192971395057818e-02,2.151174340350124226e+02,7.313902358428354944e+01,2.028389512309958231e-02,1.704759549960597269e+02,7.329622642718587144e+01,1.048589061290278401e+00,2.442170068109215322e+02,8.340948485332600626e+01,9.350676491664697831e-01,1.555734013437667613e+02,8.259226854630028924e+01,1.087968486305589400e-01,2.564715649140865708e+02,1.605635652301406253e+02,1.431470934063772127e-02,1.129665042154855144e+02,1.515669903679660706e+02,1.301035027213377937e+00,2.934366361050538217e+02,3.626384031554288185e+02,7.665732398279972992e-01,9.871479262510683839e+01,3.863538159074530540e+02,6.975526357971367775e-02,5.074468589286341853e+02,4.876395773560331577e+02,1.296112796713173865e-02,5.719423778525297166e+02,5.298011052703320729e+02,1.108085235589690853e-01,1.989966866661634128e+02,2.978400371637911803e+02,5.540414876169932890e-02,1.155190777304836303e+02,3.069747802024659791e+02,-5.293446006352224564e-02,5.943603570217934475e+02,5.555517578181888894e+02,-2.765837591819536589e-02,5.901684931720828899e+02,5.537991923965550995e+02,-3.566873744272388430e-02,5.665298374121481402e+02,5.271937185774072532e+02,-2.584939214700860896e-02,6.024929287850497985e+02,5.274958914170647404e+02
1.580415651308000000e+12,3.366785296715857356e-03,1.917635704965601633e+02,8.690381481851835588e+01,1.136798222707313677e-02,2.148219763805863636e+02,7.536918644602965855e+01,2.025820552120138895e-02,1.698052997492212057e+02,7.533804002154383284e+01,1.045596669703974690e+00,2.440406175842678351e+02,8.420323637326762878e+01,7.607275202678491777e-01,1.564054173943504225e+02,8.464494022370789139e+01,1.065212625023240767e-01,2.556814612540671021e+02,1.619164842780491824e+02,2.297591987759450838e-02,1.139569361828979481e+02,1.518050512264291001e+02,1.216426710791869148e+00,2.946875100714935343e+02,3.641078067303315038e+02,7.426507964381047211e-01,9.702522550448426841e+01,3.881567706739900245e+02,6.499421219311890541e-02,5.110892090623890454e+02,5.066210074691168188e+02,1.283689791758120535e-02,5.705891168177533928e+02,5.310271091917815056e+02,1.007592996591277767e-01,1.960552386177684525e+02,2.964879350845110366e+02,4.301613918370975065e-02,1.167579441580128048e+02,3.056879976149173217e+02,-5.296402676129856324e-02,5.931135678984958304e+02,5.554529046141519757e+02,-2.699310007251870536e-02,5.883179262338533135e+02,5.538444296594441312e+02,-3.416125308864511462e-02,5.054930662241617938e+02,5.053294721644694505e+02,-2.529740773441297927e-02,6.009661854119951840e+02,5.273173742721230610e+02
1.580415651348000000e+12,3.352480181969763606e-03,1.924549444478004148e+02,8.650798401842108376e+01,1.136941273854774614e-02,2.149800883090882735e+02,7.601157077847129528e+01,2.023650943050314677e-02,1.701649654380587720e+02,7.569144545077534758e+01,1.046496461421503987e+00,2.435671747644721279e+02,8.450122093066062234e+01,8.419633462833215898e-01,1.559789502706879887e+02,8.605972089613007370e+01,1.034636038299913130e-01,2.550086970882110791e+02,1.627420785752281631e+02,1.842814508587697908e-02,1.138612748562929085e+02,1.519141640364971977e+02,1.200739483542723640e+00,2.948357993771841166e+02,3.651701699355844539e+02,8.368952765711613617e-01,9.836223741322694991e+01,3.868448710509355806e+02,7.152960072241959510e-02,5.117438859227975740e+02,5.066664917225215277e+02,1.603423821229994772e-02,5.697119585006328180e+02,5.307568445699430413e+02,9.733054991900402797e-02,1.953246026741886965e+02,2.980911315217678634e+02,4.179227701253665495e-02,1.158018913704398472e+02,3.061333405137499994e+02,-5.059239240462103104e-02,5.929877357304510497e+02,5.547518885331694491e+02,-2.621912118725550078e-02,5.879159206708670808e+02,5.529341176154266577e+02,-3.451700387664832087e-02,5.057446355638991236e+02,5.040190544845083878e+02,-2.502745364161236205e-02,6.004727173611684066e+02,5.272521687760140594e+02
1.580415651409000000e+12,3.393488177575232356e-03,1.909787296344492518e+02,8.886387455222458698e+01,1.135999520467323443e-02,2.133249098679404483e+02,7.740876762611235051e+01,2.017428218135763895e-02,1.693562329933846513e+02,7.790463246439404088e+01,1.045302997619166341e+00,2.431403371550363204e+02,8.529092560600108186e+01,8.130382254527857011e-01,1.553216800098659860e+02,8.599896122930127262e+01,1.059429782387132368e-01,2.538542254199231252e+02,1.617374921513468564e+02,1.673054519802907869e-02,1.139745865051255862e+02,1.527864395411178293e+02,1.237108747668547615e+00,2.946106770218825659e+02,3.638924500000299531e+02,9.394085302599736176e-01,9.998814747828046734e+01,3.820525900745250283e+02,8.574626962624726234e-02,5.103063631236730657e+02,5.054944647283580821e+02,1.493549177844584464e-02,5.693124228428021070e+02,5.298824221477639185e+02,1.268989687794395138e-01,1.962359596780797517e+02,2.956370147598515246e+02,7.794509059614909696e-02,1.154759778855176648e+02,3.033958116348589442e+02,-5.145962974155464387e-02,5.932435039089530164e+02,5.548373092530139274e+02,-2.747171233154904746e-02,5.887348272248552803e+02,5.529056187097846760e+02,-3.497464973621763201e-02,5.063387617494536244e+02,5.051348816367457175e+02,-2.534908379728002467e-02,6.013392740853901159e+02,5.259750378178429173e+02
1.580415651458000000e+12,3.374891528405310481e-03,1.911914264668909027e+02,8.913871799823625963e+01,1.134437878774208208e-02,2.132478868256252440e+02,7.788373988717752638e+01,2.014418183574606669e-02,1.693960934627426127e+02,7.848984799211777386e+01,1.045796941310420003e+00,2.427015300052308646e+02,8.630860252720731296e+01,8.318502858089258378e-01,1.556713140839175651e+02,8.735569913056585278e+01,1.036644118782396040e-01,2.537285832445826657e+02,1.639497102021736907e+02,1.791447225720266268e-02,1.132033776195467851e+02,1.553581047891723017e+02,1.153518120951933845e+00,2.961709351079721273e+02,3.661820710785805204e+02,6.800503626116581879e-01,1.029079126092994443e+02,3.850056086786106562e+02,6.628600875817475258e-02,5.113916774476030582e+02,5.071778570860915352e+02,1.102471182544291495e-02,5.707079762535511236e+02,5.318769465580267024e+02,8.143082093536335719e-02,1.942916503395583447e+02,2.987455423923904050e+02,5.129356658882869291e-02,1.151325850718017136e+02,3.060359502535359866e+02,-5.257125264132538056e-02,5.920348843199451494e+02,5.545281721238795853e+02,-2.808856778524887465e-02,5.881908971117716192e+02,5.526456516925181859e+02,-3.341458616920508357e-02,5.054908433095216651e+02,5.041781543750725518e+02,-2.554390949497027316e-02,6.021094095121898135e+02,5.272774378056833484e+02
1.580415651501000000e+12,3.396229991234900325e-03,1.901981351092790362e+02,9.029806297938898751e+01,1.134509404347938677e-02,2.126945140751388976e+02,7.897485848822324783e+01,2.015204964885641825e-02,1.696427324918039119e+02,7.844580768326562747e+01,1.045368979960932698e+00,2.425535446878670598e+02,8.663651093552442717e+01,8.789179280208399003e-01,1.546380482613251388e+02,8.853462285989465386e+01,1.042906778808946333e-01,2.534114664218686528e+02,1.636939610229421760e+02,1.735794368893484041e-02,1.125472188160448468e+02,1.540480670946197677e+02,1.158911506839079841e+00,2.963616497845284812e+02,3.657028904791155810e+02,6.476336612948246918e-01,9.866606899609416814e+01,3.904587412783188256e+02,6.196228037558731278e-02,5.118463869867567269e+02,5.064751310707705443e+02,8.271223105979566559e-03,5.704845828318584608e+02,5.312736437248554466e+02,1.063909774655051876e-01,1.959701788840622498e+02,2.969166346224487825e+02,5.598770803637279081e-02,1.152957318069670833e+02,3.051142576465321099e+02,-4.953249422932186341e-02,5.182010025410054368e+02,4.955619604264088025e+02,-2.750867279924523734e-02,5.882166031246607645e+02,5.509832345293372100e+02,-3.240904463597334834e-02,5.059202838190061584e+02,5.046636237330492349e+02,-2.510750989729566493e-02,6.020161610929291101e+02,5.268187384197397023e+02
1.580415651551000000e+12,3.383832225121619075e-03,1.889685973235299912e+02,9.078198389682574998e+01,1.133889516042274614e-02,2.113862053141953083e+02,7.895391179257634917e+01,2.013726769695212138e-02,1.681685601000237398e+02,7.941371601558566340e+01,1.046080897838129964e+00,2.441174886324195938e+02,8.760005893528123977e+01,8.506600811885645097e-01,1.539761611777891517e+02,9.111043944853764742e+01,1.024487751480455122e-01,2.525476455925885091e+02,1.638687543108799218e+02,1.824980798870901033e-02,1.127015688890020328e+02,1.540509929822656829e+02,1.091419141001982673e+00,2.955660363360849487e+02,3.657785075754190984e+02,5.330373540171452484e-01,9.962161830300078691e+01,3.908852369008869232e+02,6.234484161220726212e-02,5.110627050801419387e+02,5.076195331257316070e+02,9.597988971067075714e-03,5.701230837134246485e+02,5.326511858272386917e+02,8.664092253982502712e-02,2.036769669434007710e+02,2.972454359964760329e+02,4.439446679181827116e-02,1.150277660968503568e+02,3.042937931523686643e+02,-5.102364691073217606e-02,5.925131149558887955e+02,5.541172749023328379e+02,-2.770220628686320685e-02,5.884831058909545618e+02,5.524950444758352432e+02,-3.376801936098135920e-02,5.054551816789282839e+02,5.023166628563469089e+02,-2.537031329536838450e-02,6.025877731430264248e+02,5.278387712504791125e+02
1.580415651603000000e+12,3.367738971032263606e-03,1.892356700679366099e+02,9.047710260426738671e+01,1.134318669484657427e-02,2.113853313477555957e+02,7.872815296171546606e+01,2.017237483272482645e-02,1.685350465269449387e+02,7.908060180717126286e+01,1.046094368487849202e+00,2.424059773544526593e+02,8.745783039685711913e+01,9.263699605869104570e-01,1.537643953095985125e+02,9.170579108703472571e+01,1.006933587547654829e-01,2.532984587613628094e+02,1.634974135703643583e+02,1.419675174862722322e-02,1.121134179739971728e+02,1.544310353886372695e+02,1.002687077231688484e+00,2.759021714284974109e+02,3.467578059703606641e+02,7.869071259745427094e-01,9.877592277770895635e+01,3.873407710083772031e+02,6.349531556450066505e-02,5.092067423491108116e+02,5.063820156464028059e+02,1.000123767603695868e-02,5.689505057404187482e+02,5.308951212601180032e+02,1.002033820384689022e-01,1.946550873835758466e+02,2.969433475966706055e+02,4.018658003635180997e-02,1.162580828526869254e+02,3.050023519437111190e+02,-5.028556166315593934e-02,5.916884706222311934e+02,5.547076392323426717e+02,-2.699720347978246116e-02,5.875674930504876556e+02,5.532298792581796079e+02,-3.431587591909564944e-02,5.059908471093757498e+02,5.036445218665609218e+02,-2.475572398232324042e-02,6.002287477296022189e+02,5.282320181497981366e+02
1.580415651652000000e+12,3.375249156273962825e-03,1.890425614833062582e+02,9.031487733371777438e+01,1.133305390523475786e-02,2.116760011860338295e+02,7.900152396426896928e+01,2.014835416088034403e-02,1.683963518528204304e+02,7.867315295320727841e+01,1.045247744113459554e+00,2.434051869848028673e+02,8.800993019622481484e+01,9.311478689121057695e-01,1.539036029640245715e+02,9.184460925641703000e+01,9.753693518603989698e-02,2.519340071563044603e+02,1.633102707566484071e+02,1.223212305218557283e-02,1.122087848119105900e+02,1.541899916447170540e+02,1.118267457194609626e+00,2.961147542653164919e+02,3.668299272009054448e+02,6.588113203295536957e-01,9.830635105926296546e+01,3.895846228444667076e+02,5.987865473114189346e-02,5.100388533960466475e+02,5.089073796724242129e+02,9.892746046674852356e-03,5.698711913860900040e+02,5.334262040665382756e+02,8.371921088635403407e-02,1.947727118667957029e+02,2.970067291628184307e+02,3.081171191162837553e-02,1.147074668963396533e+02,3.055284037433219737e+02,-5.013363966817178941e-02,5.926401820765113371e+02,5.556886095630819682e+02,-2.694462286986482047e-02,5.882792437192620127e+02,5.542662514614869451e+02,-3.404548922695912333e-02,5.056947814782960222e+02,5.022120528733702258e+02,-2.486123049000306048e-02,6.020604483922968484e+02,5.285531058200315329e+02
1.580415651697000000e+12,3.388242968834997981e-03,1.883791069599599552e+02,8.974450023619831995e+01,1.132888158010048052e-02,2.107374562261603046e+02,7.894650207710942880e+01,2.012999593028952372e-02,1.679337291175334599e+02,7.818072986225396903e+01,1.046972225696101155e+00,2.433693353615051933e+02,8.939398904836490090e+01,9.145666912006189531e-01,1.532933083993358423e+02,9.170279870194231364e+01,1.004470127579087935e-01,2.518108538853900598e+02,1.632437923094207690e+02,1.625537696987966463e-02,1.112433083862053422e+02,1.550331792663123736e+02,1.135025243468565925e+00,2.946914999182833981e+02,3.677630193701661483e+02,7.008898153551884613e-01,9.946004850728095903e+01,3.896697775745250283e+02,6.085143978677925308e-02,5.090777943007158797e+02,5.080644580406149089e+02,9.007862940920000061e-03,5.692450704291347847e+02,5.327590636847289716e+02,8.475534077822644008e-02,2.041646782152879211e+02,2.980839117990051932e+02,2.490095398254169035e-02,1.134018275328912182e+02,3.058617269437111190e+02,-5.092462031269588685e-02,5.916946833836611859e+02,5.554262106392006899e+02,-2.719550347633731269e-02,5.873401477805459763e+02,5.538336380738410298e+02,-3.401704523854650469e-02,5.054075125094244072e+02,5.025696761406367727e+02,-2.504341977017028251e-02,6.011863109591743068e+02,5.287488553032515028e+02
